Source;Target;weight;Type
u24;m5218;19;Undirected
u24;m5283;11;Undirected
u24;m5370;4;Undirected
u24;m5436;2;Undirected
u24;m5453;36;Undirected
u24;m5488;1;Undirected
u24;m5541;3;Undirected
u24;m5548;1;Undirected
u24;m5618;2;Undirected
u24;m5821;1;Undirected
u24;m6271;2;Undirected
u24;m639;7;Undirected
u24;m6399;2;Undirected
u24;m6455;108;Undirected
u24;m6482;1;Undirected
u24;m6523;19;Undirected
u24;m6598;4;Undirected
u24;m6654;1;Undirected
u24;m7393;1;Undirected
u24;m7445;2;Undirected
u24;m7462;1;Undirected
u24;m7528;1;Undirected
u24;m7530;1;Undirected
u24;m7548;2;Undirected
u24;m7560;1;Undirected
u24;m7627;267;Undirected
u24;m7918;2;Undirected
u24;m8060;3;Undirected
u24;m8107;1;Undirected
u24;m8151;1;Undirected
u24;m8154;6;Undirected
u24;m8173;45;Undirected
u24;m8246;2;Undirected
u24;m8488;2;Undirected
u24;m8600;11;Undirected
u24;m8605;3;Undirected
u24;m874;3;Undirected
u24;m8748;5;Undirected
u24;m8823;1;Undirected
u24;m8959;1;Undirected
u24;m9066;2;Undirected
u24;m9131;1;Undirected
u24;m9211;2;Undirected
u24;m9344;3;Undirected
u24;m9349;7;Undirected
u24;m9470;31;Undirected
u24;m9484;5;Undirected
u24;m9591;1;Undirected
u24;m9615;2;Undirected
u24;m9658;3;Undirected
u24;m9754;1;Undirected
u240;m1010;6;Undirected
u240;m10199;1;Undirected
u240;m10270;5;Undirected
u240;m10272;1;Undirected
u240;m10276;7;Undirected
u240;m10440;2;Undirected
u240;m10751;20;Undirected
u240;m1118;5;Undirected
u240;m1283;10;Undirected
u240;m1308;1;Undirected
u240;m134;1;Undirected
u240;m142;12;Undirected
u240;m1624;1;Undirected
u240;m1776;5;Undirected
u240;m1854;3;Undirected
u240;m2171;9;Undirected
u240;m2234;14;Undirected
u240;m2294;9;Undirected
u240;m2815;11;Undirected
u240;m2956;23;Undirected
u240;m297;11;Undirected
u240;m3043;1;Undirected
u240;m3261;1;Undirected
u240;m3286;5;Undirected
u240;m3351;3;Undirected
u240;m3472;1;Undirected
u240;m3542;3;Undirected
u240;m3570;5;Undirected
u240;m3734;4;Undirected
u240;m3758;14;Undirected
u240;m4064;1;Undirected
u240;m4232;20;Undirected
u240;m4250;2;Undirected
u240;m4333;3;Undirected
u240;m4430;1;Undirected
u240;m4823;9;Undirected
u240;m4852;3;Undirected
u240;m5110;3;Undirected
u240;m5192;9;Undirected
u240;m5288;1;Undirected
u240;m5548;1;Undirected
u240;m5705;3;Undirected
u240;m5725;7;Undirected
u240;m5882;21;Undirected
u240;m5925;7;Undirected
u240;m614;6;Undirected
u240;m6296;8;Undirected
u240;m6455;105;Undirected
u240;m6523;20;Undirected
u240;m6598;107;Undirected
u240;m6654;2;Undirected
u240;m7006;2;Undirected
u240;m7528;5;Undirected
u240;m7679;1;Undirected
u240;m7749;15;Undirected
u240;m7814;18;Undirected
u240;m7830;1;Undirected
u240;m8060;1;Undirected
u240;m8070;1;Undirected
u240;m8154;16;Undirected
u240;m822;1;Undirected
u240;m8246;3;Undirected
u240;m8355;2;Undirected
u240;m8793;10;Undirected
u240;m8901;1;Undirected
u240;m8959;15;Undirected
u240;m9007;1;Undirected
u240;m902;9;Undirected
u240;m9211;1;Undirected
u240;m9339;1;Undirected
u240;m9344;6;Undirected
u240;m9591;2;Undirected
u240;m9658;10;Undirected
u241;m10044;5;Undirected
u241;m10678;1;Undirected
u241;m10729;2;Undirected
u241;m1118;3;Undirected
u241;m1999;54;Undirected
u241;m2148;1;Undirected
u241;m215;4;Undirected
u241;m2234;31;Undirected
u241;m2241;1;Undirected
u241;m2956;2;Undirected
u241;m3261;1;Undirected
u241;m3281;1;Undirected
u241;m3655;1;Undirected
u241;m4333;3;Undirected
u241;m4454;163;Undirected
u241;m4506;3;Undirected
u241;m5283;6;Undirected
u241;m5705;3;Undirected
u241;m6071;5;Undirected
u241;m609;6;Undirected
u241;m6124;1;Undirected
u241;m6396;2;Undirected
u241;m6455;30;Undirected
u241;m6523;4;Undirected
u241;m655;3;Undirected
u241;m7200;37;Undirected
u241;m7274;2;Undirected
u241;m7384;20;Undirected
u241;m7414;1;Undirected
u241;m7528;1;Undirected
u241;m7874;2;Undirected
u241;m7957;1;Undirected
u241;m806;1;Undirected
u241;m8154;29;Undirected
u241;m8173;10;Undirected
u241;m8289;1;Undirected
u241;m8684;3;Undirected
u241;m8823;1;Undirected
u241;m8834;31;Undirected
u241;m8835;18;Undirected
u241;m8865;1;Undirected
u241;m9003;2;Undirected
u241;m9271;1;Undirected
u241;m9344;2;Undirected
u241;m9349;6;Undirected
u241;m9368;5;Undirected
u241;m9591;2;Undirected
u241;m9658;1;Undirected
u241;m9700;3;Undirected
u242;m10240;1;Undirected
u242;m10408;6;Undirected
u242;m10440;2;Undirected
u242;m1118;2;Undirected
u242;m1283;4;Undirected
u242;m1653;3;Undirected
u242;m1927;1;Undirected
u242;m1989;2;Undirected
u242;m2015;6;Undirected
u242;m2174;11;Undirected
u242;m2234;16;Undirected
u242;m2241;10;Undirected
u242;m2266;1;Undirected
u242;m2281;23;Undirected
u242;m2424;92;Undirected
u242;m2526;1;Undirected
u242;m3261;1;Undirected
u242;m3422;12;Undirected
u242;m3505;2;Undirected
u242;m3542;1;Undirected
u242;m3554;6;Undirected
u242;m3570;3;Undirected
u242;m3707;1;Undirected
u242;m4064;1;Undirected
u242;m4222;21;Undirected
u242;m4404;1;Undirected
u242;m4644;5;Undirected
u242;m4693;66;Undirected
u242;m5083;1;Undirected
u242;m5101;1;Undirected
u242;m5247;1;Undirected
u242;m5488;1;Undirected
u242;m5601;4;Undirected
u242;m5705;3;Undirected
u242;m5849;9;Undirected
u242;m5866;4;Undirected
u242;m5912;2;Undirected
u242;m5967;32;Undirected
u242;m6044;8;Undirected
u242;m6159;3;Undirected
u242;m6455;1;Undirected
u242;m6523;27;Undirected
u242;m6527;3;Undirected
u242;m7082;6;Undirected
u242;m7324;3;Undirected
u242;m7393;3;Undirected
u242;m7423;6;Undirected
u242;m7528;7;Undirected
u242;m7589;4;Undirected
u242;m7874;3;Undirected
u242;m8050;1;Undirected
u242;m8154;43;Undirected
u242;m8173;21;Undirected
u242;m8346;3;Undirected
u242;m8481;3;Undirected
u242;m8720;1;Undirected
u242;m8823;1;Undirected
u242;m9184;10;Undirected
u242;m9215;1;Undirected
u242;m9344;7;Undirected
u242;m9349;1;Undirected
u242;m9368;18;Undirected
u242;m9726;1;Undirected
u243;m10109;1;Undirected
u243;m10183;18;Undirected
u243;m10215;18;Undirected
u243;m10354;1;Undirected
u243;m10507;23;Undirected
u243;m10751;64;Undirected
u243;m10811;1;Undirected
u243;m1118;9;Undirected
u243;m1283;1;Undirected
u243;m1471;3;Undirected
u243;m1646;1;Undirected
u243;m1854;3;Undirected
u243;m190;2;Undirected
u243;m214;1;Undirected
u243;m2234;7;Undirected
u243;m2241;1;Undirected
u243;m2956;23;Undirected
u243;m2996;73;Undirected
u243;m3059;1;Undirected
u243;m321;1;Undirected
u243;m3424;89;Undirected
u243;m3470;6;Undirected
u243;m3570;1;Undirected
u243;m3758;5;Undirected
u243;m3967;2;Undirected
u243;m397;3;Undirected
u243;m4170;1;Undirected
u243;m4250;3;Undirected
u243;m4608;2;Undirected
u243;m4693;33;Undirected
u243;m4716;1;Undirected
u243;m4914;1;Undirected
u243;m4998;1;Undirected
u243;m5488;82;Undirected
u243;m5548;1;Undirected
u243;m5912;1;Undirected
u243;m5925;12;Undirected
u243;m6000;1;Undirected
u243;m6134;28;Undirected
u243;m6159;3;Undirected
u243;m6184;1;Undirected
u243;m6474;1;Undirected
u243;m6482;1;Undirected
u243;m6523;70;Undirected
u243;m6598;85;Undirected
u243;m6654;1;Undirected
u243;m692;1;Undirected
u243;m7011;1;Undirected
u243;m7274;1;Undirected
u243;m7393;2;Undirected
u243;m7483;3;Undirected
u243;m7757;2;Undirected
u243;m7830;1;Undirected
u243;m7874;3;Undirected
u243;m7981;2;Undirected
u243;m8246;1;Undirected
u243;m8628;79;Undirected
u243;m8667;1;Undirected
u243;m8714;69;Undirected
u243;m8720;1;Undirected
u243;m8985;11;Undirected
u243;m9006;11;Undirected
u243;m9211;3;Undirected
u243;m9344;4;Undirected
u243;m9591;4;Undirected
u243;m9658;4;Undirected
u243;m9720;2;Undirected
u243;m9929;1;Undirected
u244;m10098;1;Undirected
u244;m10240;3;Undirected
u244;m10344;1;Undirected
u244;m10440;2;Undirected
u244;m1063;3;Undirected
u244;m1118;11;Undirected
u244;m1224;1;Undirected
u244;m1283;20;Undirected
u244;m1485;38;Undirected
u244;m1502;9;Undirected
u244;m1551;11;Undirected
u244;m1588;30;Undirected
u244;m1796;151;Undirected
u244;m18;16;Undirected
u244;m1854;3;Undirected
u244;m1856;5;Undirected
u244;m2052;14;Undirected
u244;m2123;2;Undirected
u244;m2171;1;Undirected
u244;m2195;57;Undirected
u244;m2234;21;Undirected
u244;m2241;3;Undirected
u244;m2367;4;Undirected
u244;m2815;61;Undirected
u244;m2880;4;Undirected
u244;m2956;56;Undirected
u244;m3146;120;Undirected
u244;m3286;7;Undirected
u244;m3470;22;Undirected
u244;m3475;2;Undirected
u244;m3505;1;Undirected
u244;m3570;21;Undirected
u244;m3758;26;Undirected
u244;m381;5;Undirected
u244;m3864;51;Undirected
u244;m4016;17;Undirected
u244;m4187;114;Undirected
u244;m4198;30;Undirected
u244;m4224;1;Undirected
u244;m4250;1;Undirected
u244;m4644;1;Undirected
u244;m4823;2;Undirected
u244;m483;4;Undirected
u244;m4864;2;Undirected
u244;m4876;1;Undirected
u244;m4998;1;Undirected
u244;m5021;119;Undirected
u244;m5083;3;Undirected
u244;m5110;2;Undirected
u244;m5247;7;Undirected
u244;m5335;7;Undirected
u244;m5437;1;Undirected
u244;m5488;151;Undirected
u244;m5498;216;Undirected
u244;m5588;1;Undirected
u244;m560;2;Undirected
u244;m5705;6;Undirected
u244;m5756;2;Undirected
u244;m5857;26;Undirected
u244;m5949;3;Undirected
u244;m6076;1;Undirected
u244;m6370;1;Undirected
u244;m6408;6;Undirected
u244;m6455;74;Undirected
u244;m6466;1;Undirected
u244;m6523;148;Undirected
u244;m6598;3;Undirected
u244;m6827;1;Undirected
u244;m7001;4;Undirected
u244;m7018;3;Undirected
u244;m7274;1;Undirected
u244;m7361;1;Undirected
u244;m7528;1;Undirected
u244;m7564;3;Undirected
u244;m7642;29;Undirected
u244;m7725;3;Undirected
u244;m7813;1;Undirected
u244;m7874;5;Undirected
u244;m8017;5;Undirected
u244;m8060;7;Undirected
u244;m8154;2;Undirected
u244;m8445;1;Undirected
u244;m8481;3;Undirected
u244;m8670;1;Undirected
u244;m8823;2;Undirected
u244;m8834;110;Undirected
u244;m8872;2;Undirected
u244;m902;1;Undirected
u244;m9032;2;Undirected
u244;m9144;12;Undirected
u244;m9145;29;Undirected
u244;m9211;3;Undirected
u244;m9253;2;Undirected
u244;m9307;1;Undirected
u244;m9321;1;Undirected
u244;m9339;2;Undirected
u244;m9344;20;Undirected
u244;m9368;15;Undirected
u244;m9453;29;Undirected
u244;m9591;4;Undirected
u245;m10375;1;Undirected
u245;m10469;2;Undirected
u245;m1051;1;Undirected
u245;m1118;1;Undirected
u245;m1214;1;Undirected
u245;m1283;4;Undirected
u245;m1546;1;Undirected
u245;m1767;1;Undirected
u245;m1933;2;Undirected
u245;m2017;2;Undirected
u245;m2234;13;Undirected
u245;m2241;2;Undirected
u245;m2424;58;Undirected
u245;m243;1;Undirected
u245;m2483;1;Undirected
u245;m279;1;Undirected
u245;m2815;13;Undirected
u245;m2899;2;Undirected
u245;m2920;1;Undirected
u245;m2933;1;Undirected
u245;m2956;2;Undirected
u245;m300;1;Undirected
u245;m3286;3;Undirected
u245;m3337;1;Undirected
u245;m357;29;Undirected
u245;m3621;1;Undirected
u245;m3713;1;Undirected
u245;m3758;3;Undirected
u245;m3864;16;Undirected
u245;m4250;2;Undirected
u245;m4461;2;Undirected
u245;m4603;2;Undirected
u245;m4693;56;Undirected
u245;m4823;1;Undirected
u245;m4998;38;Undirected
u245;m5110;2;Undirected
u245;m5283;4;Undirected
u245;m5293;1;Undirected
u245;m5488;2;Undirected
u245;m5548;1;Undirected
u245;m5735;6;Undirected
u245;m5925;1;Undirected
u245;m6399;2;Undirected
u245;m6455;6;Undirected
u245;m6523;2;Undirected
u245;m6598;1;Undirected
u245;m6972;1;Undirected
u245;m6991;56;Undirected
u245;m7036;8;Undirected
u245;m7244;1;Undirected
u245;m7281;1;Undirected
u245;m7777;1;Undirected
u245;m79;5;Undirected
u245;m8173;1;Undirected
u245;m8351;1;Undirected
u245;m8759;21;Undirected
u245;m8930;1;Undirected
u245;m8983;4;Undirected
u245;m9192;1;Undirected
u245;m9211;4;Undirected
u245;m9591;1;Undirected
u245;m9615;3;Undirected
u245;m9658;1;Undirected
u246;m10104;57;Undirected
u246;m10343;2;Undirected
u246;m10617;120;Undirected
u246;m10654;2;Undirected
u246;m10751;98;Undirected
u246;m1118;12;Undirected
u246;m1283;51;Undirected
u246;m1485;59;Undirected
u246;m1588;205;Undirected
u246;m1989;2;Undirected
u246;m2234;33;Undirected
u246;m2241;103;Undirected
u246;m2611;15;Undirected
u246;m2931;57;Undirected
u246;m2956;26;Undirected
u246;m2974;1;Undirected
u246;m3554;2;Undirected
u246;m3570;51;Undirected
u246;m3758;50;Undirected
u246;m400;110;Undirected
u246;m4036;9;Undirected
u246;m4741;2;Undirected
u246;m5488;110;Undirected
u246;m5705;3;Undirected
u246;m5925;12;Undirected
u246;m5949;5;Undirected
u246;m6041;12;Undirected
u246;m6455;93;Undirected
u246;m6523;97;Undirected
u246;m6598;115;Undirected
u246;m7274;47;Undirected
u246;m7604;61;Undirected
u246;m7874;1;Undirected
u246;m8044;1;Undirected
u246;m8173;1;Undirected
u246;m8246;1;Undirected
u246;m8681;1;Undirected
u246;m8823;2;Undirected
u246;m8986;134;Undirected
u246;m902;3;Undirected
u246;m9484;1;Undirected
u246;m9591;3;Undirected
u246;m9659;9;Undirected
u247;m10039;3;Undirected
u247;m10046;1;Undirected
u247;m10256;5;Undirected
u247;m10272;1;Undirected
u247;m10280;1;Undirected
u247;m10375;1;Undirected
u247;m10440;2;Undirected
u247;m10575;2;Undirected
u247;m10751;21;Undirected
u247;m10844;1;Undirected
u247;m1118;1;Undirected
u247;m1283;18;Undirected
u247;m1471;1;Undirected
u247;m1485;1;Undirected
u247;m1512;2;Undirected
u247;m1588;319;Undirected
u247;m1695;2;Undirected
u247;m1701;3;Undirected
u247;m1808;3;Undirected
u247;m1910;10;Undirected
u247;m1933;1;Undirected
u247;m198;2;Undirected
u247;m1989;4;Undirected
u247;m2170;28;Undirected
u247;m2234;12;Undirected
u247;m2241;22;Undirected
u247;m2319;1;Undirected
u247;m2332;2;Undirected
u247;m2424;22;Undirected
u247;m243;5;Undirected
u247;m2446;1;Undirected
u247;m2483;12;Undirected
u247;m2556;5;Undirected
u247;m2630;1;Undirected
u247;m2681;1;Undirected
u247;m2751;12;Undirected
u247;m2815;5;Undirected
u247;m2956;42;Undirected
u247;m2974;4;Undirected
u247;m3027;1;Undirected
u247;m3316;1;Undirected
u247;m3438;16;Undirected
u247;m3505;10;Undirected
u247;m3554;2;Undirected
u247;m3570;12;Undirected
u247;m3741;42;Undirected
u247;m3758;11;Undirected
u247;m3813;1;Undirected
u247;m3962;2;Undirected
u247;m397;3;Undirected
u247;m4064;2;Undirected
u247;m42;7;Undirected
u247;m4320;4;Undirected
u247;m4667;1;Undirected
u247;m4693;18;Undirected
u247;m4823;3;Undirected
u247;m4852;3;Undirected
u247;m4876;1;Undirected
u247;m4925;4;Undirected
u247;m5056;8;Undirected
u247;m514;2;Undirected
u247;m5241;2;Undirected
u247;m5283;1;Undirected
u247;m5320;5;Undirected
u247;m5390;1;Undirected
u247;m5449;2;Undirected
u247;m5488;43;Undirected
u247;m560;1;Undirected
u247;m5613;3;Undirected
u247;m5866;4;Undirected
u247;m6076;3;Undirected
u247;m6094;7;Undirected
u247;m6203;21;Undirected
u247;m6300;1;Undirected
u247;m6370;2;Undirected
u247;m6399;5;Undirected
u247;m6408;1;Undirected
u247;m6455;54;Undirected
u247;m6482;1;Undirected
u247;m6523;25;Undirected
u247;m6598;89;Undirected
u247;m7274;1;Undirected
u247;m7385;1;Undirected
u247;m7414;2;Undirected
u247;m7528;17;Undirected
u247;m7532;7;Undirected
u247;m7711;1;Undirected
u247;m7735;1;Undirected
u247;m7830;2;Undirected
u247;m7874;5;Undirected
u247;m7914;1;Undirected
u247;m7939;22;Undirected
u247;m8030;3;Undirected
u247;m8154;3;Undirected
u247;m8173;19;Undirected
u247;m8234;4;Undirected
u247;m8260;1;Undirected
u247;m8445;3;Undirected
u247;m8793;15;Undirected
u247;m8823;1;Undirected
u247;m8834;1;Undirected
u247;m8953;4;Undirected
u247;m9099;11;Undirected
u247;m9210;3;Undirected
u247;m9344;19;Undirected
u247;m9349;1;Undirected
u247;m9353;1;Undirected
u247;m9355;17;Undirected
u247;m9368;9;Undirected
u247;m9591;3;Undirected
u247;m9658;1;Undirected
u247;m9845;7;Undirected
u247;m9850;1;Undirected
u248;m1040;1;Undirected
u248;m10496;2;Undirected
u248;m1118;1;Undirected
u248;m1283;4;Undirected
u248;m1345;7;Undirected
u248;m1380;3;Undirected
u248;m1513;6;Undirected
u248;m1764;1;Undirected
u248;m2148;7;Undirected
u248;m2174;12;Undirected
u248;m2234;4;Undirected
u248;m2241;11;Undirected
u248;m2267;51;Undirected
u248;m2424;1;Undirected
u248;m243;3;Undirected
u248;m2797;40;Undirected
u248;m2815;40;Undirected
u248;m2920;3;Undirected
u248;m2943;1;Undirected
u248;m2947;1;Undirected
u248;m2956;29;Undirected
u248;m300;2;Undirected
u248;m3316;20;Undirected
u248;m3403;2;Undirected
u248;m3470;7;Undirected
u248;m3570;3;Undirected
u248;m3664;14;Undirected
u248;m3758;4;Undirected
u248;m3777;4;Undirected
u248;m4321;4;Undirected
u248;m4390;3;Undirected
u248;m4998;38;Undirected
u248;m5247;1;Undirected
u248;m5375;1;Undirected
u248;m546;1;Undirected
u248;m5541;3;Undirected
u248;m5705;3;Undirected
u248;m5790;48;Undirected
u248;m5855;2;Undirected
u248;m6399;3;Undirected
u248;m6523;11;Undirected
u248;m6527;76;Undirected
u248;m6598;93;Undirected
u248;m6932;7;Undirected
u248;m6951;3;Undirected
u248;m7008;6;Undirected
u248;m7288;6;Undirected
u248;m7458;1;Undirected
u248;m7532;3;Undirected
u248;m7874;13;Undirected
u248;m7995;1;Undirected
u248;m8154;2;Undirected
u248;m8454;1;Undirected
u248;m8481;3;Undirected
u248;m8764;37;Undirected
u248;m9253;1;Undirected
u248;m9344;2;Undirected
u248;m9349;3;Undirected
u248;m9503;2;Undirected
u248;m9545;1;Undirected
u248;m9591;1;Undirected
u248;m9869;14;Undirected
u249;m10046;11;Undirected
u249;m10183;3;Undirected
u249;m10240;1;Undirected
u249;m10440;2;Undirected
u249;m1118;5;Undirected
u249;m1151;2;Undirected
u249;m1308;1;Undirected
u249;m1405;1;Undirected
u249;m1502;11;Undirected
u249;m1933;18;Undirected
u249;m2241;14;Undirected
u249;m2286;3;Undirected
u249;m243;1;Undirected
u249;m2448;4;Undirected
u249;m2655;7;Undirected
u249;m2681;7;Undirected
u249;m2815;1;Undirected
u249;m2931;4;Undirected
u249;m2956;2;Undirected
u249;m3376;19;Undirected
u249;m3542;2;Undirected
u249;m3554;7;Undirected
u249;m3570;1;Undirected
u249;m3758;3;Undirected
u249;m3854;1;Undirected
u249;m402;3;Undirected
u249;m4064;2;Undirected
u249;m4170;1;Undirected
u249;m4250;2;Undirected
u249;m4274;15;Undirected
u249;m459;2;Undirected
u249;m4704;1;Undirected
u249;m4774;16;Undirected
u249;m4852;1;Undirected
u249;m4968;27;Undirected
u249;m5083;2;Undirected
u249;m5101;1;Undirected
u249;m5247;1;Undirected
u249;m5278;4;Undirected
u249;m5283;18;Undirected
u249;m5488;17;Undirected
u249;m5526;1;Undirected
u249;m5580;8;Undirected
u249;m5835;9;Undirected
u249;m5925;30;Undirected
u249;m6120;3;Undirected
u249;m622;8;Undirected
u249;m6408;3;Undirected
u249;m6409;1;Undirected
u249;m6435;3;Undirected
u249;m644;1;Undirected
u249;m6455;42;Undirected
u249;m6523;31;Undirected
u249;m6589;5;Undirected
u249;m6978;7;Undirected
u249;m7274;4;Undirected
u249;m7312;1;Undirected
u249;m740;1;Undirected
u249;m7508;25;Undirected
u249;m7521;3;Undirected
u249;m7777;59;Undirected
u249;m7874;7;Undirected
u249;m8117;1;Undirected
u249;m8154;2;Undirected
u249;m9006;9;Undirected
u249;m9211;3;Undirected
u249;m9339;1;Undirected
u249;m951;4;Undirected
u249;m9591;2;Undirected
u249;m9637;1;Undirected
u249;m9985;21;Undirected
u25;m10048;3;Undirected
u25;m10240;1;Undirected
u25;m10281;1;Undirected
u25;m10323;23;Undirected
u25;m10525;3;Undirected
u25;m10719;1;Undirected
u25;m1125;1;Undirected
u25;m1390;1;Undirected
u25;m1502;1;Undirected
u25;m1611;15;Undirected
u25;m1989;2;Undirected
u25;m200;2;Undirected
u25;m2172;1;Undirected
u25;m2241;15;Undirected
u25;m243;7;Undirected
u25;m2584;5;Undirected
u25;m2920;3;Undirected
u25;m2956;16;Undirected
u25;m3286;2;Undirected
u25;m3316;6;Undirected
u25;m3505;12;Undirected
u25;m3570;3;Undirected
u25;m3758;1;Undirected
u25;m3967;1;Undirected
u25;m4016;6;Undirected
u25;m4071;6;Undirected
u25;m4250;3;Undirected
u25;m4333;3;Undirected
u25;m4459;5;Undirected
u25;m4506;1;Undirected
u25;m4555;3;Undirected
u25;m4644;1;Undirected
u25;m4693;3;Undirected
u25;m4704;2;Undirected
u25;m4716;2;Undirected
u25;m4852;3;Undirected
u25;m5108;9;Undirected
u25;m5110;3;Undirected
u25;m5247;1;Undirected
u25;m5275;1;Undirected
u25;m5283;4;Undirected
u25;m5370;6;Undirected
u25;m5541;3;Undirected
u25;m5656;9;Undirected
u25;m5772;4;Undirected
u25;m5912;1;Undirected
u25;m6076;1;Undirected
u25;m6184;1;Undirected
u25;m6455;72;Undirected
u25;m6523;9;Undirected
u25;m658;1;Undirected
u25;m6614;4;Undirected
u25;m6619;1;Undirected
u25;m6865;1;Undirected
u25;m7006;1;Undirected
u25;m7101;5;Undirected
u25;m7255;7;Undirected
u25;m7274;1;Undirected
u25;m7336;2;Undirected
u25;m7384;85;Undirected
u25;m7393;1;Undirected
u25;m7502;3;Undirected
u25;m7528;4;Undirected
u25;m7874;2;Undirected
u25;m822;1;Undirected
u25;m8246;1;Undirected
u25;m8265;2;Undirected
u25;m874;3;Undirected
u25;m8838;3;Undirected
u25;m8878;12;Undirected
u25;m8949;1;Undirected
u25;m8985;3;Undirected
u25;m9006;5;Undirected
u25;m9211;1;Undirected
u25;m9344;3;Undirected
u25;m9484;7;Undirected
u25;m9591;1;Undirected
u25;m9615;3;Undirected
u25;m9862;3;Undirected
u250;m10240;1;Undirected
u250;m10440;1;Undirected
u250;m1118;1;Undirected
u250;m1259;1;Undirected
u250;m1283;2;Undirected
u250;m1299;1;Undirected
u250;m1309;6;Undirected
u250;m1376;12;Undirected
u250;m1536;6;Undirected
u250;m1701;1;Undirected
u250;m2015;7;Undirected
u250;m2174;16;Undirected
u250;m2230;14;Undirected
u250;m2234;3;Undirected
u250;m2424;146;Undirected
u250;m2432;12;Undirected
u250;m2472;1;Undirected
u250;m2541;1;Undirected
u250;m2931;2;Undirected
u250;m2956;31;Undirected
u250;m3316;7;Undirected
u250;m3505;8;Undirected
u250;m3554;6;Undirected
u250;m3570;3;Undirected
u250;m3757;2;Undirected
u250;m3758;1;Undirected
u250;m4094;7;Undirected
u250;m4103;2;Undirected
u250;m4968;117;Undirected
u250;m512;10;Undirected
u250;m5264;2;Undirected
u250;m53;2;Undirected
u250;m560;1;Undirected
u250;m577;2;Undirected
u250;m5957;15;Undirected
u250;m6076;4;Undirected
u250;m6399;99;Undirected
u250;m6455;82;Undirected
u250;m6523;15;Undirected
u250;m6567;4;Undirected
u250;m6598;3;Undirected
u250;m6889;1;Undirected
u250;m7006;2;Undirected
u250;m7274;6;Undirected
u250;m7528;7;Undirected
u250;m7548;2;Undirected
u250;m7564;1;Undirected
u250;m7702;5;Undirected
u250;m7918;2;Undirected
u250;m8154;41;Undirected
u250;m8173;1;Undirected
u250;m8199;1;Undirected
u250;m8481;3;Undirected
u250;m8746;1;Undirected
u250;m8749;6;Undirected
u250;m8959;6;Undirected
u250;m8966;110;Undirected
u250;m902;7;Undirected
u250;m9131;1;Undirected
u250;m9278;61;Undirected
u250;m9591;3;Undirected
u250;m9862;3;Undirected
u250;m9871;1;Undirected
u251;m10240;1;Undirected
u251;m10281;1;Undirected
u251;m10768;1;Undirected
u251;m1485;2;Undirected
u251;m1526;3;Undirected
u251;m1861;2;Undirected
u251;m2115;1;Undirected
u251;m2548;1;Undirected
u251;m2642;1;Undirected
u251;m2652;1;Undirected
u251;m2846;2;Undirected
u251;m2956;2;Undirected
u251;m3316;2;Undirected
u251;m3505;2;Undirected
u251;m3761;1;Undirected
u251;m4016;2;Undirected
u251;m4105;4;Undirected
u251;m4651;1;Undirected
u251;m4920;42;Undirected
u251;m4998;4;Undirected
u251;m5231;4;Undirected
u251;m5283;3;Undirected
u251;m5498;3;Undirected
u251;m6455;15;Undirected
u251;m6523;3;Undirected
u251;m6598;13;Undirected
u251;m7023;5;Undirected
u251;m7274;1;Undirected
u251;m7874;1;Undirected
u251;m7934;1;Undirected
u251;m8070;1;Undirected
u251;m8173;3;Undirected
u251;m8481;3;Undirected
u251;m8526;2;Undirected
u251;m8628;2;Undirected
u251;m8807;6;Undirected
u251;m9276;2;Undirected
u252;m10018;3;Undirected
u252;m10656;1;Undirected
u252;m1118;7;Undirected
u252;m1142;5;Undirected
u252;m1214;38;Undirected
u252;m1283;3;Undirected
u252;m1330;16;Undirected
u252;m1488;9;Undirected
u252;m1701;3;Undirected
u252;m1781;11;Undirected
u252;m182;1;Undirected
u252;m1933;1;Undirected
u252;m2015;3;Undirected
u252;m2096;2;Undirected
u252;m2148;7;Undirected
u252;m2174;32;Undirected
u252;m2234;5;Undirected
u252;m2241;1;Undirected
u252;m2424;1;Undirected
u252;m2485;2;Undirected
u252;m2548;2;Undirected
u252;m2655;4;Undirected
u252;m284;3;Undirected
u252;m2920;3;Undirected
u252;m2956;38;Undirected
u252;m2974;1;Undirected
u252;m3000;30;Undirected
u252;m3316;25;Undirected
u252;m3369;103;Undirected
u252;m3403;5;Undirected
u252;m3505;14;Undirected
u252;m3570;2;Undirected
u252;m3864;1;Undirected
u252;m3967;1;Undirected
u252;m4016;11;Undirected
u252;m4127;4;Undirected
u252;m4157;2;Undirected
u252;m4718;7;Undirected
u252;m4823;7;Undirected
u252;m4852;3;Undirected
u252;m4864;1;Undirected
u252;m4925;1;Undirected
u252;m5010;14;Undirected
u252;m5083;1;Undirected
u252;m5087;2;Undirected
u252;m5101;1;Undirected
u252;m514;5;Undirected
u252;m515;4;Undirected
u252;m5212;1;Undirected
u252;m5250;15;Undirected
u252;m560;3;Undirected
u252;m5787;5;Undirected
u252;m5817;41;Undirected
u252;m5878;1;Undirected
u252;m5918;8;Undirected
u252;m5925;1;Undirected
u252;m5971;34;Undirected
u252;m5991;5;Undirected
u252;m6408;3;Undirected
u252;m644;1;Undirected
u252;m6455;82;Undirected
u252;m6459;3;Undirected
u252;m6482;2;Undirected
u252;m6523;37;Undirected
u252;m6598;1;Undirected
u252;m7006;1;Undirected
u252;m7337;1;Undirected
u252;m7446;16;Undirected
