Id;m_min;m_max;m_mean;m_std;victim;Cat;Label;victim_n
m5645;15.63;168.51;106.26;37.11;No;Institution;m5645;0
m5646;7.21;66.88;44.86;21.2;No;Institution;m5646;0
m5647;67.75;119.33;93.86;13.49;No;Institution;m5647;0
m5648;73.75;98.2;82.37;9.03;No;Institution;m5648;0
m5649;28.78;42.67;34.35;7.34;No;Institution;m5649;0
m565;-139.0;241.04;80.35;196.69;No;Institution;m565;0
m5650;46.17;46.17;46.17;;No;Institution;m5650;0
m5651;26.4;26.4;26.4;;No;Institution;m5651;0
m5652;243.9;243.9;243.9;;No;Institution;m5652;0
m5653;138.55;138.55;138.55;;No;Institution;m5653;0
m5654;16.6;33.63;26.75;3.68;No;Institution;m5654;0
m5655;12.08;39.69;22.97;6.38;No;Institution;m5655;0
m5656;4.41;56.62;29.21;22.48;No;Institution;m5656;0
m5657;49.8;116.71;79.63;27.64;No;Institution;m5657;0
m5658;7.02;104.32;48.6;43.77;No;Institution;m5658;0
m5659;7.38;15.91;12.28;2.67;No;Institution;m5659;0
m566;485.01;888.27;650.24;167.37;No;Institution;m566;0
m5660;7.79;18.38;13.04;2.51;No;Institution;m5660;0
m5661;6.18;575.77;128.22;142.83;No;Institution;m5661;0
m5662;5.73;21.23;13.94;6.3;No;Institution;m5662;0
m5663;183.19;183.19;183.19;;No;Institution;m5663;0
m5664;3.25;3.25;3.25;;No;Institution;m5664;0
m5665;35.28;35.28;35.28;;No;Institution;m5665;0
m5666;16.64;85.91;48.16;24.37;No;Institution;m5666;0
m5667;2.35;222.68;116.41;52.68;No;Institution;m5667;0
m5668;4.23;4.23;4.23;;No;Institution;m5668;0
m5669;11.01;11.01;11.01;;No;Institution;m5669;0
m567;52.97;74.92;61.83;11.57;No;Institution;m567;0
m5670;3.47;85.0;48.64;31.8;No;Institution;m5670;0
m5671;143.54;143.54;143.54;;No;Institution;m5671;0
m5672;116.98;149.48;137.99;18.22;No;Institution;m5672;0
m5673;138.92;138.92;138.92;;No;Institution;m5673;0
m5674;27.89;28.41;28.15;0.37;No;Institution;m5674;0
m5675;17.03;17.03;17.03;;No;Institution;m5675;0
m5676;27.95;43.11;34.84;7.67;No;Institution;m5676;0
m5677;44.32;68.94;57.22;12.35;No;Institution;m5677;0
m5678;21.22;21.22;21.22;;No;Institution;m5678;0
m5679;126.52;126.52;126.52;;No;Institution;m5679;0
m568;15.33;29.29;24.7;4.9;No;Institution;m568;0
m5680;42.17;42.17;42.17;;No;Institution;m5680;0
m5681;4.38;95.15;59.94;32.17;No;Institution;m5681;0
m5682;108.39;130.46;119.43;15.61;No;Institution;m5682;0
m5683;32.69;84.61;46.55;19.68;No;Institution;m5683;0
m5684;45.39;121.97;63.57;20.16;No;Institution;m5684;0
m5685;1.87;116.76;39.88;28.23;No;Institution;m5685;0
m5686;-278.0;278.0;91.23;319.77;No;Institution;m5686;0
m5687;45.8;139.16;86.37;29.76;No;Institution;m5687;0
m5688;2.63;3.3;2.97;0.34;No;Institution;m5688;0
m5689;0.46;0.78;0.63;0.16;No;Institution;m5689;0
m569;2.48;22.58;8.49;8.7;No;Institution;m569;0
m5690;193.6;193.6;193.6;;No;Institution;m5690;0
m5691;33.86;53.72;43.79;14.04;No;Institution;m5691;0
m5692;204.77;204.77;204.77;;No;Institution;m5692;0
m5693;1.95;184.7;47.96;36.44;No;Institution;m5693;0
m5694;42.56;42.56;42.56;;No;Institution;m5694;0
m5695;15.65;122.39;70.4;48.37;No;Institution;m5695;0
m5696;3.3;3.3;3.3;;No;Institution;m5696;0
m5697;11.69;28.35;20.77;6.37;No;Institution;m5697;0
m5698;0.93;0.93;0.93;;No;Institution;m5698;0
m5699;67.81;67.81;67.81;;No;Institution;m5699;0
m57;17.86;66.48;35.77;11.35;No;Institution;m57;0
m570;0.71;16.13;4.42;4.93;No;Institution;m570;0
m5700;40.12;40.12;40.12;;No;Institution;m5700;0
m5701;17.59;17.59;17.59;;No;Institution;m5701;0
m5702;26.32;427.9;72.54;87.81;No;Institution;m5702;0
m5703;4.74;4.74;4.74;;No;Institution;m5703;0
m5704;184.79;184.79;184.79;;No;Institution;m5704;0
m5705;-500.0;597.77;74.66;290.61;Yes;Institution;m5705;1
m5706;132.21;132.21;132.21;;No;Institution;m5706;0
m5707;5.74;8.18;7.15;1.08;No;Institution;m5707;0
m5708;5.15;28.61;12.39;10.71;No;Institution;m5708;0
m5709;28.32;39.81;34.24;5.36;No;Institution;m5709;0
m571;71.13;86.87;78.86;7.87;No;Institution;m571;0
m5710;18.67;31.07;24.91;4.44;No;Institution;m5710;0
m5711;51.51;58.09;55.66;3.61;No;Institution;m5711;0
m5712;52.96;201.48;127.22;105.02;No;Institution;m5712;0
m5713;3.87;87.38;38.27;33.88;No;Institution;m5713;0
m5714;71.8;85.72;76.21;6.53;No;Institution;m5714;0
m5715;10.93;35.83;27.06;11.55;No;Institution;m5715;0
m5716;161.94;161.94;161.94;;No;Institution;m5716;0
m5717;55.88;204.19;113.26;40.82;No;Institution;m5717;0
m5718;22.63;22.63;22.63;;No;Institution;m5718;0
m5719;158.34;228.67;201.32;33.0;No;Institution;m5719;0
m572;39.57;58.44;49.0;13.34;No;Institution;m572;0
m5720;1.17;156.33;29.93;43.6;No;Institution;m5720;0
m5721;18.49;25.76;22.12;5.14;No;Institution;m5721;0
m5722;57.52;65.41;61.46;5.58;No;Institution;m5722;0
m5723;14.9;36.46;29.15;4.93;No;Institution;m5723;0
m5724;39.28;39.28;39.28;;No;Institution;m5724;0
m5725;1.54;59.95;35.08;23.89;No;Institution;m5725;0
m5726;39.15;39.15;39.15;;No;Institution;m5726;0
m5727;10.66;16.95;13.88;2.17;No;Institution;m5727;0
m5728;8.18;77.53;39.32;16.83;No;Institution;m5728;0
m5729;1.83;47.16;11.33;15.97;No;Institution;m5729;0
m573;30.46;49.24;39.85;13.28;No;Institution;m573;0
m5730;50.33;88.6;73.21;14.99;No;Institution;m5730;0
m5731;9.89;95.09;51.27;42.65;No;Institution;m5731;0
m5732;44.44;44.44;44.44;;No;Institution;m5732;0
m5733;1.41;11.68;6.2;4.42;No;Institution;m5733;0
m5734;28.7;39.02;34.44;5.26;No;Institution;m5734;0
m5735;19.1;35.35;28.6;5.86;No;Institution;m5735;0
m5736;57.2;57.2;57.2;;No;Institution;m5736;0
m5737;3.72;139.27;43.68;42.03;No;Institution;m5737;0
m5738;18.58;112.41;52.76;51.84;No;Institution;m5738;0
m5739;2.89;55.87;19.24;19.14;No;Institution;m5739;0
m574;6.9;6.9;6.9;;No;Institution;m574;0
m5740;6.31;85.19;43.35;22.49;No;Institution;m5740;0
m5741;3.33;481.5;106.82;131.0;No;Institution;m5741;0
m5742;84.63;84.63;84.63;;No;Institution;m5742;0
m5743;39.67;50.78;43.86;6.04;No;Institution;m5743;0
m5744;122.3;122.3;122.3;;No;Institution;m5744;0
m5745;4.99;4.99;4.99;;No;Institution;m5745;0
m5746;14.61;14.61;14.61;;No;Institution;m5746;0
m5747;8.23;8.23;8.23;;No;Institution;m5747;0
m5748;39.37;131.59;95.41;49.22;No;Institution;m5748;0
m5749;1.71;70.02;35.86;48.3;No;Institution;m5749;0
m575;8.04;44.93;26.48;26.09;No;Institution;m575;0
m5750;31.37;35.16;33.26;2.68;No;Institution;m5750;0
m5751;-447.0;447.0;20.76;448.44;No;Institution;m5751;0
m5752;62.63;72.76;67.7;7.16;No;Institution;m5752;0
m5753;24.74;36.32;30.53;8.19;No;Institution;m5753;0
m5754;266.49;266.49;266.49;;No;Institution;m5754;0
m5755;3.25;6.41;4.67;1.13;No;Institution;m5755;0
m5756;5.13;53.29;29.21;34.05;No;Institution;m5756;0
m5757;11.52;186.57;84.08;60.62;No;Institution;m5757;0
m5758;77.85;198.11;119.32;68.26;No;Institution;m5758;0
m5759;6.64;41.72;26.97;7.19;No;Institution;m5759;0
m576;6.5;68.21;35.66;24.4;No;Institution;m576;0
m5760;1.41;99.95;18.42;27.67;No;Institution;m5760;0
m5761;38.68;90.59;68.64;19.07;No;Institution;m5761;0
m5762;13.6;13.6;13.6;;No;Institution;m5762;0
m5763;11.59;11.59;11.59;;No;Institution;m5763;0
m5764;1.14;1.14;1.14;;No;Institution;m5764;0
m5765;53.0;74.26;63.63;15.03;No;Institution;m5765;0
m5766;29.87;29.87;29.87;;No;Institution;m5766;0
m5767;1.41;48.93;28.69;21.44;No;Institution;m5767;0
m5768;15.69;15.69;15.69;;No;Institution;m5768;0
m5769;10.87;14.26;12.87;1.77;No;Institution;m5769;0
m577;3.47;20.51;11.88;6.46;No;Institution;m577;0
m5770;90.16;206.93;147.84;36.96;No;Institution;m5770;0
m5771;53.96;53.96;53.96;;No;Institution;m5771;0
m5772;170.98;201.31;187.73;15.53;No;Institution;m5772;0
m5773;53.52;82.15;71.39;15.58;No;Institution;m5773;0
m5774;214.54;214.54;214.54;;No;Institution;m5774;0
m5775;109.71;185.93;147.82;53.9;No;Institution;m5775;0
m5776;61.56;92.48;77.3;10.2;No;Institution;m5776;0
m5777;18.65;55.41;32.45;13.99;No;Institution;m5777;0
m5778;1.13;107.26;5.46;17.32;No;Institution;m5778;0
m5779;12.92;22.67;17.86;3.68;No;Institution;m5779;0
m578;72.82;73.09;72.96;0.19;No;Institution;m578;0
m5780;1.53;25.91;7.15;4.92;No;Institution;m5780;0
m5781;17.56;21.01;19.86;1.99;No;Institution;m5781;0
m5782;123.65;135.95;129.8;8.7;No;Institution;m5782;0
m5783;10.28;10.28;10.28;;No;Institution;m5783;0
m5784;1.94;5.69;3.67;1.69;No;Institution;m5784;0
m5785;248.85;264.27;256.56;10.9;No;Institution;m5785;0
m5786;73.21;88.43;80.82;10.76;No;Institution;m5786;0
m5787;72.7;84.75;79.39;5.1;No;Institution;m5787;0
m5788;162.22;162.22;162.22;;No;Institution;m5788;0
m5789;9.92;9.92;9.92;;No;Institution;m5789;0
m579;1.75;2.52;2.13;0.54;No;Institution;m579;0
m5790;1.08;88.71;14.16;23.25;No;Institution;m5790;0
m5791;11.17;11.17;11.17;;No;Institution;m5791;0
m5792;40.95;40.95;40.95;;No;Institution;m5792;0
m5793;15.17;194.46;61.3;36.12;No;Institution;m5793;0
m5794;81.31;196.26;119.34;44.36;No;Institution;m5794;0
m5795;16.21;33.71;24.54;8.78;No;Institution;m5795;0
m5796;20.67;86.29;43.44;25.07;No;Institution;m5796;0
m5797;2.88;4.73;3.9;0.57;No;Institution;m5797;0
m5798;38.78;38.78;38.78;;No;Institution;m5798;0
m5799;1.59;26.99;4.28;5.52;No;Institution;m5799;0
m58;3.77;104.14;32.41;40.31;No;Institution;m58;0
m580;13.17;40.74;26.38;5.13;No;Institution;m580;0
m5800;225.23;325.19;275.21;70.68;No;Institution;m5800;0
m5801;44.93;93.74;73.91;21.21;No;Institution;m5801;0
m5802;102.52;118.0;110.26;10.95;No;Institution;m5802;0
m5803;1.87;1.87;1.87;;No;Institution;m5803;0
m5804;11.96;11.96;11.96;;No;Institution;m5804;0
m5805;37.26;37.26;37.26;;No;Institution;m5805;0
m5806;183.57;183.57;183.57;;No;Institution;m5806;0
m5807;5.47;57.36;41.69;8.48;No;Institution;m5807;0
m5808;2.26;39.1;27.16;16.91;No;Institution;m5808;0
m5809;31.25;58.26;46.08;10.3;No;Institution;m5809;0
m581;15.0;15.0;15.0;;No;Institution;m581;0
m5810;129.89;129.89;129.89;;No;Institution;m5810;0
m5811;78.42;78.42;78.42;;No;Institution;m5811;0
m5812;136.33;136.33;136.33;;No;Institution;m5812;0
m5813;19.88;19.88;19.88;;No;Institution;m5813;0
m5814;40.64;40.64;40.64;;No;Institution;m5814;0
m5815;8.94;8.94;8.94;;No;Institution;m5815;0
m5816;2.2;21.81;10.91;9.58;No;Institution;m5816;0
m5817;2.0;118.8;12.11;21.23;No;Institution;m5817;0
m5818;52.19;52.19;52.19;;No;Institution;m5818;0
m5819;28.15;67.21;38.6;9.87;No;Institution;m5819;0
m582;38.32;54.35;48.25;7.01;No;Institution;m582;0
m5820;21.65;31.54;26.41;2.99;No;Institution;m5820;0
m5821;131.34;131.34;131.34;;No;Institution;m5821;0
m5822;51.52;51.52;51.52;;No;Institution;m5822;0
m5823;69.29;69.29;69.29;;No;Institution;m5823;0
m5824;8.65;151.57;65.33;42.4;No;Institution;m5824;0
m5825;6.43;143.32;65.87;51.46;No;Institution;m5825;0
m5826;131.3;181.08;156.19;35.2;No;Institution;m5826;0
m5827;-480.0;480.0;60.1;491.16;No;Institution;m5827;0
m5828;96.78;204.13;150.45;75.91;No;Institution;m5828;0
m5829;52.32;52.32;52.32;;No;Institution;m5829;0
m583;22.3;44.89;35.62;9.72;No;Institution;m583;0
m5830;9.36;21.29;15.32;8.44;No;Institution;m5830;0
m5831;42.5;92.01;67.01;13.11;No;Institution;m5831;0
m5832;22.78;72.17;53.98;11.98;No;Institution;m5832;0
m5833;22.02;59.77;39.96;18.94;No;Institution;m5833;0
m5834;42.17;58.1;51.29;6.71;No;Institution;m5834;0
m5835;10.28;98.29;53.1;30.76;No;Institution;m5835;0
m5836;0.63;92.56;15.63;26.41;No;Institution;m5836;0
m5837;36.64;45.34;40.99;6.15;No;Institution;m5837;0
m5838;8.29;8.29;8.29;;No;Institution;m5838;0
m5839;175.24;175.24;175.24;;No;Institution;m5839;0
m584;16.99;27.49;23.45;3.6;No;Institution;m584;0
m5840;14.05;54.87;45.69;12.56;No;Institution;m5840;0
m5841;42.45;55.77;47.87;7.0;No;Institution;m5841;0
m5842;17.43;222.07;145.8;84.99;No;Institution;m5842;0
m5843;96.22;576.98;203.43;209.53;No;Institution;m5843;0
m5844;37.53;37.53;37.53;;No;Institution;m5844;0
m5845;10.96;10.96;10.96;;No;Institution;m5845;0
m5846;7.21;7.21;7.21;;No;Institution;m5846;0
m5847;15.95;65.27;28.95;9.68;No;Institution;m5847;0
m5848;45.58;75.2;61.06;8.44;No;Institution;m5848;0
m5849;2.43;98.06;44.82;25.38;No;Institution;m5849;0
m585;144.33;144.33;144.33;;No;Institution;m585;0
m5850;14.13;37.66;27.81;5.91;No;Institution;m5850;0
m5851;1.27;124.01;21.62;35.46;No;Institution;m5851;0
m5852;57.45;179.27;118.36;86.14;No;Institution;m5852;0
m5853;4.51;4.51;4.51;;No;Institution;m5853;0
m5854;9.74;12.82;10.75;1.4;No;Institution;m5854;0
m5855;69.53;74.06;71.8;3.2;No;Institution;m5855;0
m5856;2.47;79.21;48.36;32.64;No;Institution;m5856;0
m5857;7.96;85.86;53.28;21.62;No;Institution;m5857;0
m5858;69.92;69.92;69.92;;No;Institution;m5858;0
m5859;12.93;12.93;12.93;;No;Institution;m5859;0
m586;16.69;16.69;16.69;;No;Institution;m586;0
m5860;60.61;786.84;281.12;195.77;No;Institution;m5860;0
m5861;16.12;28.54;23.79;4.58;No;Institution;m5861;0
m5862;10.63;75.5;55.05;21.22;No;Institution;m5862;0
m5863;57.32;57.32;57.32;;No;Institution;m5863;0
m5864;32.15;85.79;68.98;16.54;No;Institution;m5864;0
m5865;23.0;41.26;31.86;5.1;No;Institution;m5865;0
m5866;29.93;216.26;121.83;46.29;No;Institution;m5866;0
m5867;9.32;24.92;17.91;3.91;No;Institution;m5867;0
m5868;0.5;22.0;9.15;7.17;No;Institution;m5868;0
m5869;37.44;37.44;37.44;;No;Institution;m5869;0
m587;17.41;83.23;42.65;23.1;No;Institution;m587;0
m5870;1.04;27.5;14.27;18.71;No;Institution;m5870;0
m5871;2.67;4.08;3.38;1.0;No;Institution;m5871;0
m5872;11.01;24.94;17.98;9.85;No;Institution;m5872;0
m5873;2.69;116.26;57.48;62.92;No;Institution;m5873;0
m5874;0.72;2.17;1.49;0.44;No;Institution;m5874;0
m5875;24.01;85.53;49.58;19.93;No;Institution;m5875;0
m5876;4.37;4.37;4.37;;No;Institution;m5876;0
m5877;16.3;182.89;58.44;82.97;No;Institution;m5877;0
m5878;187.65;187.65;187.65;;No;Institution;m5878;0
m5879;30.7;30.7;30.7;;No;Institution;m5879;0
m588;11.03;33.38;19.53;8.57;No;Institution;m588;0
m5880;13.62;76.93;35.89;20.06;No;Institution;m5880;0
m5881;165.35;192.49;173.58;12.84;No;Institution;m5881;0
m5882;4.14;135.68;50.04;43.4;No;Institution;m5882;0
m5883;35.62;39.32;37.93;2.02;No;Institution;m5883;0
m5884;104.18;204.27;154.23;70.77;No;Institution;m5884;0
m5885;3.64;10.67;7.16;4.97;No;Institution;m5885;0
m5886;20.58;54.6;38.09;11.81;No;Institution;m5886;0
m5887;12.88;17.14;15.6;1.59;No;Institution;m5887;0
m5888;4.95;51.18;18.56;18.68;No;Institution;m5888;0
m5889;4.77;13.36;9.7;1.87;No;Institution;m5889;0
m589;35.5;53.38;43.95;6.76;No;Institution;m589;0
m5890;29.69;62.36;46.71;9.68;No;Institution;m5890;0
m5891;98.99;248.25;177.5;62.4;No;Institution;m5891;0
m5892;5.64;36.49;18.58;9.99;No;Institution;m5892;0
m5893;7.79;224.76;118.88;70.09;No;Institution;m5893;0
m5894;17.21;75.18;53.82;31.85;No;Institution;m5894;0
m5895;9.58;173.01;124.82;39.7;No;Institution;m5895;0
m5896;33.69;33.69;33.69;;No;Institution;m5896;0
m5897;17.28;19.03;18.16;1.24;No;Institution;m5897;0
m5898;10.04;33.67;25.07;13.06;No;Institution;m5898;0
m5899;75.66;85.96;80.81;7.28;No;Institution;m5899;0
m59;6.87;83.0;52.48;23.99;No;Institution;m59;0
m590;43.3;63.41;50.63;11.11;No;Institution;m590;0
m5900;19.63;19.63;19.63;;No;Institution;m5900;0
m5901;22.33;46.36;34.34;16.99;No;Institution;m5901;0
m5902;50.02;50.02;50.02;;No;Institution;m5902;0
m5903;29.99;29.99;29.99;;No;Institution;m5903;0
m5904;12.05;20.18;15.6;3.37;No;Institution;m5904;0
m5905;25.83;33.99;28.61;4.66;No;Institution;m5905;0
m5906;29.34;29.34;29.34;;No;Institution;m5906;0
m5907;7.47;24.87;18.03;9.28;No;Institution;m5907;0
m5908;33.84;33.84;33.84;;No;Institution;m5908;0
m5909;3.82;21.48;9.74;6.08;No;Institution;m5909;0
m591;2.16;36.28;20.52;13.26;No;Institution;m591;0
m5910;84.88;84.88;84.88;;No;Institution;m5910;0
m5911;15.2;15.2;15.2;;No;Institution;m5911;0
m5912;36.59;1202.53;232.55;215.74;No;Institution;m5912;0
m5913;75.43;75.43;75.43;;No;Institution;m5913;0
m5914;13.82;128.13;78.64;58.68;No;Institution;m5914;0
m5915;19.82;41.2;30.51;15.12;No;Institution;m5915;0
m5916;25.29;32.11;28.57;2.38;No;Institution;m5916;0
m5917;3.62;250.7;54.66;31.38;Yes;Institution;m5917;1
m5918;22.65;165.7;64.38;43.61;No;Institution;m5918;0
m5919;41.54;95.0;69.86;17.65;No;Institution;m5919;0
m592;0.58;33.63;23.08;15.16;No;Institution;m592;0
m5920;92.07;92.07;92.07;;No;Institution;m5920;0
m5921;14.79;266.9;76.79;65.54;No;Institution;m5921;0
m5922;1.3;44.64;6.23;9.62;No;Institution;m5922;0
m5923;16.4;16.4;16.4;;No;Institution;m5923;0
m5924;93.67;93.67;93.67;;No;Institution;m5924;0
m5925;1.44;440.11;115.31;64.26;No;Institution;m5925;0
m5926;2.58;105.47;40.45;34.46;No;Institution;m5926;0
m5927;127.31;169.31;144.17;17.85;No;Institution;m5927;0
m5928;6.09;6.09;6.09;;No;Institution;m5928;0
m5929;-422.0;422.0;103.01;458.16;No;Institution;m5929;0
m593;19.67;312.04;156.61;77.12;No;Institution;m593;0
m5930;15.08;15.08;15.08;;No;Institution;m5930;0
m5931;76.63;90.75;84.06;5.84;No;Institution;m5931;0
m5932;34.7;57.76;47.54;9.74;No;Institution;m5932;0
m5933;69.0;270.09;180.24;60.33;No;Institution;m5933;0
m5934;17.33;17.33;17.33;;Yes;Institution;m5934;1
m5935;12.15;15.57;13.86;2.42;No;Institution;m5935;0
m5936;16.21;160.35;83.34;36.1;No;Institution;m5936;0
m5937;12.68;12.68;12.68;;No;Institution;m5937;0
m5938;7.69;17.33;11.26;3.75;No;Institution;m5938;0
m5939;4.13;166.71;107.51;36.36;No;Institution;m5939;0
m594;96.54;96.54;96.54;;No;Institution;m594;0
m5940;128.39;221.13;179.38;33.98;No;Institution;m5940;0
m5941;26.21;35.51;29.71;5.06;No;Institution;m5941;0
m5942;53.71;53.71;53.71;;No;Institution;m5942;0
m5943;97.91;97.91;97.91;;No;Institution;m5943;0
m5944;7.1;7.1;7.1;;No;Institution;m5944;0
m5945;6.92;6.92;6.92;;No;Institution;m5945;0
m5946;15.43;48.82;30.8;13.84;No;Institution;m5946;0
m5947;8.15;19.26;14.34;2.68;No;Institution;m5947;0
m5948;68.66;134.37;106.7;25.24;No;Institution;m5948;0
m5949;0.93;159.09;24.24;20.49;No;Institution;m5949;0
m595;36.52;36.52;36.52;;No;Institution;m595;0
m5950;2.03;17.8;8.05;8.52;No;Institution;m5950;0
m5951;8.71;16.15;12.43;5.26;No;Institution;m5951;0
m5952;15.71;30.19;23.32;7.39;No;Institution;m5952;0
m5953;1.68;10.17;3.36;2.1;No;Institution;m5953;0
m5954;1.77;17.15;5.74;6.46;No;Institution;m5954;0
m5955;10.37;70.02;47.1;18.29;No;Institution;m5955;0
m5956;76.79;76.79;76.79;;No;Institution;m5956;0
m5957;7.05;27.42;21.51;4.82;No;Institution;m5957;0
m5958;5.48;7.77;6.68;0.87;No;Institution;m5958;0
m5959;3.22;14.48;5.91;3.58;No;Institution;m5959;0
m596;22.06;35.47;30.36;5.8;No;Institution;m596;0
m5960;3.15;4.17;3.52;0.34;No;Institution;m5960;0
m5961;1.8;126.23;28.8;32.75;No;Institution;m5961;0
m5962;124.85;163.59;144.22;27.39;No;Institution;m5962;0
m5963;16.17;59.7;37.94;30.78;No;Institution;m5963;0
m5964;26.76;184.69;116.12;38.45;No;Institution;m5964;0
m5965;53.48;75.96;64.72;15.9;No;Institution;m5965;0
m5966;4.39;115.28;25.92;24.52;No;Institution;m5966;0
m5967;1.71;127.43;13.47;25.36;No;Institution;m5967;0
m5968;20.72;181.45;115.46;33.21;No;Institution;m5968;0
m5969;26.23;26.23;26.23;;No;Institution;m5969;0
m597;147.01;158.61;152.81;8.2;No;Institution;m597;0
m5970;20.45;21.72;21.08;0.9;No;Institution;m5970;0
m5971;0.77;163.99;40.86;44.65;No;Institution;m5971;0
m5972;30.17;30.17;30.17;;No;Institution;m5972;0
m5973;93.62;240.21;146.32;81.51;No;Institution;m5973;0
m5974;123.82;123.82;123.82;;No;Institution;m5974;0
m5975;27.99;41.02;33.88;5.6;No;Institution;m5975;0
m5976;85.66;85.66;85.66;;No;Institution;m5976;0
m5977;19.04;19.04;19.04;;No;Institution;m5977;0
m5978;11.62;11.62;11.62;;No;Institution;m5978;0
m5979;2.09;11.78;6.29;3.79;No;Institution;m5979;0
m598;68.9;179.7;124.3;78.35;No;Institution;m598;0
m5980;3.27;3.27;3.27;;No;Institution;m5980;0
m5981;132.14;351.08;274.21;83.27;No;Institution;m5981;0
m5982;1.16;106.42;13.24;23.91;No;Institution;m5982;0
m5983;55.24;55.24;55.24;;No;Institution;m5983;0
m5984;88.28;88.28;88.28;;No;Institution;m5984;0
m5985;2.45;2.45;2.45;;No;Institution;m5985;0
m5986;8.37;8.37;8.37;;No;Institution;m5986;0
m5987;25.54;43.77;33.33;7.86;No;Institution;m5987;0
m5988;32.99;32.99;32.99;;No;Institution;m5988;0
m5989;12.84;12.84;12.84;;No;Institution;m5989;0
m599;30.01;113.44;71.72;58.99;No;Institution;m599;0
m5990;9.65;36.28;15.65;8.75;No;Institution;m5990;0
m5991;33.6;42.49;38.97;4.16;No;Institution;m5991;0
m5992;31.57;31.57;31.57;;No;Institution;m5992;0
m5993;0.4;0.89;0.64;0.35;No;Institution;m5993;0
m5994;7.37;7.37;7.37;;No;Institution;m5994;0
m5995;160.88;290.85;220.84;50.49;No;Institution;m5995;0
m5996;92.2;92.2;92.2;;No;Institution;m5996;0
m5997;102.65;126.8;114.72;17.08;No;Institution;m5997;0
m5998;8.8;148.46;46.06;68.3;No;Institution;m5998;0
m5999;207.35;207.35;207.35;;No;Institution;m5999;0
m6;4.01;10.83;8.46;2.6;No;Institution;m6;0
m60;85.97;85.97;85.97;;No;Institution;m60;0
m600;629.36;629.36;629.36;;No;Institution;m600;0
m6000;11.34;1285.67;291.65;288.92;No;Institution;m6000;0
m6001;38.07;46.91;42.49;6.25;No;Institution;m6001;0
m6002;47.34;81.13;64.24;23.89;No;Institution;m6002;0
m6003;23.93;23.93;23.93;;No;Institution;m6003;0
m6004;1.5;15.79;8.64;10.1;No;Institution;m6004;0
m6005;16.98;19.97;18.48;2.11;No;Institution;m6005;0
m6006;3.05;69.27;41.74;23.54;No;Institution;m6006;0
m6007;151.2;176.23;163.71;17.7;No;Institution;m6007;0
m6008;99.01;99.01;99.01;;No;Institution;m6008;0
m6009;3.08;3.08;3.08;;No;Institution;m6009;0
m601;19.42;20.21;19.82;0.56;No;Institution;m601;0
m6010;30.62;30.62;30.62;;No;Institution;m6010;0
m6011;1.94;1.94;1.94;;No;Institution;m6011;0
m6012;15.47;23.43;20.01;3.24;No;Institution;m6012;0
m6013;180.84;187.7;184.27;4.85;No;Institution;m6013;0
m6014;73.69;98.55;86.12;17.58;No;Institution;m6014;0
m6015;101.74;101.74;101.74;;No;Institution;m6015;0
m6016;8.08;244.72;116.5;91.25;No;Institution;m6016;0
m6017;3.11;56.15;31.31;17.22;No;Institution;m6017;0
m6018;123.97;123.97;123.97;;No;Institution;m6018;0
m6019;5.48;237.58;57.82;61.25;No;Institution;m6019;0
m602;41.22;67.78;51.76;9.22;No;Institution;m602;0
m6020;18.8;21.35;20.08;1.8;No;Institution;m6020;0
m6021;1.81;9.64;6.44;2.4;No;Institution;m6021;0
m6022;8.74;79.11;45.43;27.0;No;Institution;m6022;0
m6023;1.01;142.46;38.82;40.46;No;Institution;m6023;0
m6024;7.27;11.63;9.34;2.19;No;Institution;m6024;0
m6025;7.14;7.14;7.14;;No;Institution;m6025;0
m6026;32.24;34.4;33.39;1.09;No;Institution;m6026;0
m6027;1853.33;1853.33;1853.33;;No;Institution;m6027;0
m6028;5.1;17.19;9.76;4.11;No;Institution;m6028;0
m6029;3.89;11.9;7.84;4.01;No;Institution;m6029;0
m603;1.71;55.15;7.03;11.89;No;Institution;m603;0
m6030;2.56;105.63;37.77;40.8;No;Institution;m6030;0
m6031;4.33;173.03;37.34;34.75;No;Institution;m6031;0
m6032;46.3;46.3;46.3;;No;Institution;m6032;0
m6033;55.66;55.66;55.66;;No;Institution;m6033;0
m6034;37.33;37.33;37.33;;No;Institution;m6034;0
m6035;35.04;36.7;35.87;1.17;No;Institution;m6035;0
m6036;702.66;702.66;702.66;;No;Institution;m6036;0
m6037;45.93;56.13;51.03;7.21;No;Institution;m6037;0
m6038;4.98;4.98;4.98;;No;Institution;m6038;0
m6039;12.03;12.03;12.03;;No;Institution;m6039;0
m604;59.79;119.5;93.88;16.95;No;Institution;m604;0
m6040;61.75;67.2;64.54;2.73;No;Institution;m6040;0
m6041;14.81;73.5;53.31;21.38;No;Institution;m6041;0
m6042;16.78;100.99;65.26;43.53;No;Institution;m6042;0
m6043;12.93;34.4;23.66;15.18;No;Institution;m6043;0
m6044;6.48;143.45;51.94;23.52;No;Institution;m6044;0
m6045;15.84;28.95;22.4;9.27;No;Institution;m6045;0
m6046;37.37;156.08;111.22;54.53;No;Institution;m6046;0
m6047;33.08;33.08;33.08;;No;Institution;m6047;0
m6048;22.3;22.3;22.3;;No;Institution;m6048;0
m6049;87.72;87.72;87.72;;No;Institution;m6049;0
m605;18.55;18.55;18.55;;No;Institution;m605;0
m6050;6.1;46.67;29.21;12.89;No;Institution;m6050;0
